Movie_Name,Rating,Total_Numberof_Rating,Metascore,Runtime,Year,Action,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,Horror,Mystery,Romance,Sci-Fi,Sport,Thriller,War
There Are No Saints,4.8,1600,30,105,2022,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
There There,5.2,161,57,93,2022,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
They/Them,4,13000,46,104,2022,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
Thirteen Lives,7.8,75000,66,147,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Thor: Love and Thunder,6.2,441000,57,118,2022,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0
Three Months,6.8,2700,68,104,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Three Thousand Years of Longing,6.7,70000,60,108,2022,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Ticket to Paradise,6.1,79000,50,104,2022,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Till,7.2,17000,77,130,2022,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
To Leslie,7.1,19000,84,119,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tony Hawk: Until the Wheels Fall Off,8,5100,75,135,2022,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Top Gun: Maverick,8.2,795000,78,130,2022,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Torn Hearts,5.3,2200,59,97,2022,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Triangle of Sadness,7.3,206000,63,147,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Turning Red,6.9,167000,83,100,2022,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0
Turning Red,6.9,170000,83,100,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Perry's A Madea Homecoming,5.7,5600,42,105,2022,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
T谩r,7.4,105000,93,158,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Umma,4.7,11000,51,83,2022,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Uncharted,6.3,287000,45,116,2022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V/H/S/99,5.2,10000,58,109,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Vengeance,6.8,41000,65,107,2022,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Violent Night,6.7,115000,55,112,2022,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Waiting for the Light to Change,6.3,98,63,89,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
War Pony,6.8,2900,70,115,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Watcher,6.3,58000,72,96,2022,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
Wedding Season,6.4,12000,57,98,2022,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Weird: The Al Yankovic Story,6.8,46000,70,108,2022,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Wendell & Wild,6.4,14000,69,105,2022,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0
Wendell & Wild,6.4,15000,69,105,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
What's Love Got to Do with It?,6.3,12000,59,108,2022,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
When You Finish Saving the World,5.6,5700,61,88,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Where the Crawdads Sing,7.2,150000,43,125,2022,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
White Noise,5.7,47000,66,136,2022,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
Whitney Houston: I Wanna Dance with Somebody,6.6,26000,51,144,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wildflower,6.8,5000,52,105,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Windfall,5.7,28000,52,92,2022,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Women Talking,6.9,46000,77,104,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
X,6.5,213000,80,105,2022,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Zero Contact,4.2,2800,18,97,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20 Days in Mariupol,8.5,26000,83,97,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,5.4,102000,40,93,2023,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
80 for Brady,5.9,14000,52,98,2023,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
A Good Person,7.1,27000,50,128,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Haunting in Venice,6.5,134000,63,103,2023,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
A Little Prayer,7.3,218,82,91,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Little White Lie,5.9,3000,42,101,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Million Miles Away,7.3,25000,62,121,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Thousand and One,6.9,8500,81,117,2023,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
A Tourist's Guide to Love,5.8,8000,49,94,2023,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
AUM: The Cult at the End of the World,6.5,161,60,106,2023,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
About My Father,5.8,17000,39,90,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Accidental Texan,5.9,838,51,104,2023,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Against All Enemies,7.3,426,71,106,2023,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Aggro Dr1ft,5.6,1100,47,80,2023,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Air,7.4,186000,73,111,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
All Dirt Roads Taste of Salt,5.9,1400,87,92,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
All Happy Families,5.9,253,64,90,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
All of Us Strangers,7.6,73000,90,105,2023,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
American Fiction,7.5,113000,81,117,2023,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Americana,5.8,359,85,110,2023,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Ant-Man and the Wasp: Quantumania,6,256000,48,124,2023,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Anyone But You,6.1,152000,52,103,2023,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Aporia,5.6,2500,60,104,2023,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Appendage,5.2,4600,65,94,2023,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Aquaman and the Lost Kingdom,5.6,110000,42,124,2023,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"Are You There God? It's Me, Margaret.",7.3,35000,84,106,2023,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Asleep in My Palm,6.1,174,66,88,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Asphalt City,6.1,7800,47,125,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Assassin Club,4.7,3900,27,111,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Asteroid City,6.4,136000,76,105,2023,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
At Midnight,5.6,1700,51,100,2023,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
BS High,7.2,1600,65,95,2023,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Back on the Strip,4.2,809,48,117,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Backspot,5.9,394,74,93,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Bad Behaviour,4.3,1200,56,109,2023,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
Bad Things,3.8,1100,53,86,2023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Baghead,5.4,15000,51,94,2023,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Barbie,6.8,619000,80,114,2023,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Beau Is Afraid,6.6,74000,63,179,2023,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Best. Christmas. Ever!,4.4,11000,34,82,2023,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Big Boys,6.6,799,80,90,2023,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Big George Foreman,6.6,12000,45,129,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Bird Box: Barcelona,5.3,28000,47,112,2023,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
Birth/Rebirth,6.2,8300,78,98,2023,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Blackout,5.2,770,57,104,2023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bleeding Love,5.7,1100,40,96,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Blood for Dust,5.2,2300,58,98,2023,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Blue Beetle,5.9,111000,61,127,2023,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Book Club: The Next Chapter,5.6,9200,46,107,2023,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Boston Strangler,6.5,39000,58,112,2023,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Bottoms,6.7,54000,74,91,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Boy Kills World,6.4,37000,47,111,2023,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Brave the Dark,6.5,1400,56,112,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn 45,5.8,2800,71,92,2023,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Caligula: The Ultimate Cut,6.3,1700,62,178,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Candy Cane Lane,5.6,22000,47,117,2023,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Cassandro,6.5,4400,76,107,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Cat Person,6,7700,48,118,2023,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
Champions,6.8,34000,50,124,2023,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
Chang Can Dunk,6.3,1800,77,109,2023,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Chestnut,4.7,488,51,87,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Chicken Run: Dawn of the Nugget,6.3,28000,63,98,2023,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Choose Love,5,3600,35,77,2023,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Chronicles of a Wandering Saint,6.9,217,76,84,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Chupa,5.5,7900,48,95,2023,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
City of Dreams,6.8,1200,14,114,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Clock,5,6800,59,91,2023,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Close to You,5.2,1400,55,100,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Club Zero,5.8,3500,55,110,2023,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Cobweb,5.9,42000,50,88,2023,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Cocaine Bear,5.9,122000,54,95,2023,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Consecration,5.2,4700,41,91,2023,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Cora Bora,5.7,391,64,92,2023,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Coup de Chance,6.4,11000,64,93,2023,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0
Coup!,6.1,2700,61,98,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Crater,5.4,4500,65,105,2023,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Creed III,6.7,102000,73,116,2023,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Crumb Catcher,5.5,316,56,103,2023,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
Cypher,5.9,163,69,81,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Daddio,6.6,13000,62,100,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dark Harvest,5.5,9800,51,96,2023,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Day of the Fight,6.9,780,64,108,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Dear David,3.9,1800,25,94,2023,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Dear Jassi,7.6,153,69,132,2023,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Devil's Peak,5.4,1400,38,97,2023,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
Dicks: The Musical,5.3,3900,57,86,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Divinity,5.3,1400,61,88,2023,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Dog Gone,6.1,6900,42,95,2023,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
DogMan,6.8,20000,45,115,2023,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Down Low,5.6,2800,48,90,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Downtown Owl,5,3900,48,91,2023,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Dream Scenario,6.8,88000,74,102,2023,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
Drift,6.3,784,61,93,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dumb Money,6.8,59000,66,105,2023,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Dungeons & Dragons: Honor Among Thieves,7.2,264000,72,134,2023,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Earth Mama,6.6,1200,84,101,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Eileen,5.9,18000,72,97,2023,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
Elemental,7,154000,58,101,2023,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0
Elevator Game,4.2,4900,47,94,2023,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Eric LaRue,5.6,212,61,119,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Evil Dead Rise,6.5,158000,69,96,2023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ex-Husbands,6,792,65,99,2023,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Extraction II,7,166000,57,122,2023,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Ezra,6.4,5200,57,101,2023,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Fair Play,6.4,45000,73,113,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Fairyland,6.6,216,68,114,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Family Portrait,5.7,86,72,73,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Family Switch,5.7,31000,37,106,2023,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Fancy Dance,6.6,4000,77,90,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fast Charlie,6,27000,65,90,2023,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
Fast X,5.7,138000,56,141,2023,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
Fear the Night,4.8,5200,30,92,2023,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Ferrari,6.4,64000,73,130,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Finally Dawn,5.7,757,60,119,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Finestkind,6.1,12000,44,126,2023,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Fingernails,5.8,9700,63,113,2023,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Firebrand,6.3,5800,54,121,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
First Time Female Director,4.5,474,40,97,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Five Nights at Freddy's,5.4,117000,33,109,2023,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Flamin' Hot,6.8,20000,58,99,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Flora and Son,7,16000,76,97,2023,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Foe,5.4,13000,44,110,2023,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
Fool's Paradise,4.7,7200,27,98,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Founders Day,4.4,2500,39,106,2023,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
Free Time,5.4,325,75,78,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Freelance,5.5,26000,26,108,2023,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fremont,6.9,3800,72,91,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Freud's Last Session,6.1,7100,48,110,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Frybread Face and Me,7.2,1500,71,83,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gasoline Rainbow,6.4,1400,80,111,2023,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Genie,5.9,12000,35,93,2023,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Ghosted,5.8,75000,34,116,2023,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Glitter & Doom,5.8,325,47,115,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
God Is a Bullet,5.8,8500,31,156,2023,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Golda,6,14000,48,100,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Good Burger 2,5.3,4400,48,90,2023,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Good Grief,6.4,12000,59,100,2023,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Gran Turismo,7.1,126000,48,134,2023,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Guardians of the Galaxy Vol. 3,7.9,440000,64,150,2023,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Happiness for Beginners,6.1,21000,48,103,2023,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Hard Miles,6.4,1300,70,108,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Haunted Mansion,6,48000,47,123,2023,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0
He Went That Way,5.1,1800,37,95,2023,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Heart of Stone,5.7,66000,44,122,2023,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Hell of a Summer,5.3,4900,54,88,2023,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
His Three Daughters,7.1,19000,83,101,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hit Man,6.8,120000,82,115,2023,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Hollywoodgate,6.9,626,74,92,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
House Party,4.4,4700,41,100,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Housekeeping for Beginners,6.9,1200,80,107,2023,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Hypnotic,5.5,44000,53,93,2023,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
I'll Be Right There,6.2,912,66,98,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I.S.S.,5.3,13000,53,95,2023,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
If You Were the Last,6.3,3500,70,92,2023,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
In the Land of Saints and Sinners,6.4,28000,60,106,2023,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Indiana Jones and the Dial of Destiny,6.5,223000,58,154,2023,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Infested,6.2,14000,70,106,2023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Infinity Pool,6,70000,72,117,2023,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
Insidious: The Red Door,5.5,60000,45,107,2023,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
It Lives Inside,5.2,8800,50,99,2023,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
It's a Wonderful Knife,5.2,8900,52,87,2023,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
Jamojaya,6.7,82,56,90,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Janet Planet,6.1,3400,83,113,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jeanne du Barry,6.7,15000,48,117,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jesus Revolution,7.1,16000,46,120,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Joan Baez I Am a Noise,7,1000,75,113,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
John Wick: Chapter 4,7.6,389000,78,169,2023,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Joy Ride,6.4,28000,74,95,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jules,6.8,16000,57,87,2023,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Kandahar,6.1,42000,52,119,2023,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Kensuke's Kingdom,6.9,1300,68,85,2023,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Killers of the Flower Moon,7.6,287000,89,206,2023,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Knights of the Zodiac,4.4,17000,35,112,2023,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
Knock at the Cabin,6.1,136000,63,100,2023,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Knox Goes Away,7,28000,54,114,2023,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"LaRoy, Texas",6.5,7300,69,112,2023,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Landscape with Invisible Hand,5.9,4200,53,105,2023,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Late Bloomers,6.1,1400,58,89,2023,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Late Night with the Devil,7,132000,72,93,2023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Leave the World Behind,6.4,233000,68,138,2023,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Lee,6.9,29000,62,117,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Leo,7,43000,65,102,2023,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Life Upside Down,4.7,606,37,88,2023,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Lost Soulz,5.5,275,74,95,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lousy Carter,6,832,59,80,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Love Again,5.9,18000,32,104,2023,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Love at First Sight,6.8,40000,55,91,2023,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Luther: The Fallen Sun,6.4,70000,53,129,2023,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
Maestro,6.5,68000,77,129,2023,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mafia Mamma,5.4,13000,42,101,2023,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Magazine Dreams,6.9,4500,65,123,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Maggie Moore(s),6.2,9600,43,99,2023,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
Magic Mike's Last Dance,5.2,19000,52,112,2023,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Manodrome,4.7,3600,48,95,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
May December,6.7,70000,86,117,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Maybe I Do,5,11000,42,95,2023,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Meg 2: The Trench,5,95000,40,116,2023,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
Memory,6.7,9500,71,103,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merry Little Batman,6.4,4500,74,96,2023,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Mighty Morphin Power Rangers: Once & Always,5.7,6800,62,55,2023,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0
Migration,6.6,42000,56,83,2023,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Miguel Wants to Fight,5.7,523,54,75,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Missing,7.1,69000,66,111,2023,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Mission: Impossible - Dead Reckoning Part One,7.6,306000,81,163,2023,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Mob Land,5.3,4000,47,112,2023,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Molli and Max in the Future,6.3,1100,70,93,2023,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Mother Couch,5.3,1600,59,96,2023,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Mountains,6.9,213,81,95,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mr. Monk's Last Case: A Monk Movie,6.7,12000,65,97,2023,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Murder Mystery 2,5.7,79000,44,90,2023,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0
Mustache,8.4,92,66,81,2023,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
Mutt,6.3,1200,68,87,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
My Big Fat Greek Wedding 3,5.2,12000,35,92,2023,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Nandor Fodor and the Talking Mongoose,5.4,3500,54,96,2023,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Napoleon,6.3,176000,64,158,2023,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
National Anthem,6.3,1700,71,99,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
New Life,5.6,4500,68,85,2023,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Next Goal Wins,6.5,30000,44,104,2023,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
Nimona,7.5,58000,75,101,2023,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
No Hard Feelings,6.3,203000,59,103,2023,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
No One Will Save You,6.3,76000,60,93,2023,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
Nyad,7.1,43000,63,121,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Occupied City,6.6,958,76,266,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Old Dads,6.2,46000,42,104,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
On a Wing and a Prayer,5.5,6100,19,102,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
One Life,7.5,36000,69,109,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
